Date,Order ID,Item Name,Category,Quantity,Item Price,Discount,GST,Delivery Charges,Customer Paid Amount,Net Sales,Payment Method,Order Status
2026-03-10,SWG103684,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,Credit Card,Delivered
2026-03-10,SWG103685,Masala Dosa,South Indian,1,140.00,14.00,6.30,40.00,172.30,126.00,Debit Card,Delivered
2026-03-10,SWG103686,Paneer Tikka,Starters,1,230.00,23.00,10.35,40.00,257.35,207.00,Debit Card,Delivered
2026-03-10,SWG103687,Gulab Jamun,Desserts,2,180.00,27.00,7.65,20.00,180.65,153.00,Credit Card,Delivered
2026-03-10,SWG103688,Chicken Biryani,Biryani,2,440.00,66.00,18.70,20.00,412.70,374.00,UPI,Delivered
2026-03-10,SWG103689,Chicken Biryani,Biryani,2,440.00,0.00,22.00,20.00,482.00,440.00,Cash,Delivered
2026-03-10,SWG103690,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,Debit Card,Delivered
2026-03-10,SWG103691,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Cash,Delivered
2026-03-10,SWG103692,Chicken Tikka,Starters,1,260.00,26.00,11.70,40.00,285.70,234.00,Credit Card,Delivered
2026-03-10,SWG103693,Masala Dosa,South Indian,1,140.00,14.00,6.30,0.00,132.30,126.00,Cash,Delivered
2026-03-10,SWG103694,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,UPI,Delivered
2026-03-11,SWG103695,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,UPI,Delivered
2026-03-11,SWG103696,Butter Naan,Breads,1,60.00,6.00,2.70,30.00,86.70,54.00,Cash,Delivered
2026-03-11,SWG103697,Masala Dosa,South Indian,1,140.00,7.00,6.65,20.00,159.65,133.00,Cash,Delivered
2026-03-11,SWG103698,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,209.00,UPI,Delivered
2026-03-11,SWG103699,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,Debit Card,Delivered
2026-03-11,SWG103700,Masala Dosa,South Indian,1,140.00,7.00,6.65,40.00,179.65,133.00,UPI,Delivered
2026-03-11,SWG103701,Chicken Tikka,Starters,1,260.00,13.00,12.35,0.00,259.35,0.00,Debit Card,Cancelled
2026-03-11,SWG103702,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,Cash,Delivered
2026-03-11,SWG103703,Gulab Jamun,Desserts,1,90.00,13.50,3.83,20.00,100.33,76.50,Debit Card,Delivered
2026-03-11,SWG103704,Butter Naan,Breads,1,60.00,0.00,3.00,20.00,83.00,60.00,Debit Card,Delivered
2026-03-11,SWG103705,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,0.00,170.10,162.00,Debit Card,Delivered
2026-03-11,SWG103706,Paneer Tikka,Starters,2,460.00,69.00,19.55,30.00,440.55,0.00,UPI,Cancelled
2026-03-11,SWG103707,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Debit Card,Delivered
2026-03-12,SWG103708,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,0.00,160.65,153.00,Debit Card,Delivered
2026-03-12,SWG103709,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,140.00,Debit Card,Delivered
2026-03-12,SWG103710,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,30.00,209.55,171.00,UPI,Delivered
2026-03-12,SWG103711,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,UPI,Delivered
2026-03-12,SWG103712,Gulab Jamun,Desserts,1,90.00,13.50,3.83,40.00,120.33,76.50,Cash,Delivered
2026-03-12,SWG103713,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,0.00,160.65,153.00,UPI,Delivered
2026-03-12,SWG103714,Hakka Noodles,Rice & Noodles,2,360.00,36.00,16.20,20.00,360.20,324.00,Credit Card,Delivered
2026-03-12,SWG103715,Gulab Jamun,Desserts,1,90.00,13.50,3.83,30.00,110.33,76.50,Cash,Delivered
2026-03-12,SWG103716,Butter Naan,Breads,1,60.00,3.00,2.85,20.00,79.85,0.00,Cash,Cancelled
2026-03-12,SWG103717,Chicken Biryani,Biryani,1,220.00,22.00,9.90,40.00,247.90,198.00,Debit Card,Delivered
2026-03-12,SWG103718,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,Credit Card,Delivered
2026-03-12,SWG103719,Paneer Butter Masala,Main Course,2,480.00,72.00,20.40,20.00,448.40,408.00,Cash,Delivered
2026-03-12,SWG103720,Paneer Tikka,Starters,1,230.00,11.50,10.93,0.00,229.43,218.50,UPI,Delivered
2026-03-13,SWG103721,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,30.00,199.58,161.50,Cash,Delivered
2026-03-13,SWG103722,Chicken Tikka,Starters,2,520.00,52.00,23.40,40.00,531.40,468.00,UPI,Delivered
2026-03-13,SWG103723,Paneer Tikka,Starters,2,460.00,23.00,21.85,20.00,478.85,437.00,Credit Card,Delivered
2026-03-13,SWG103724,Veg Biryani,Biryani,1,180.00,0.00,9.00,40.00,229.00,180.00,UPI,Delivered
2026-03-13,SWG103725,Butter Naan,Breads,2,120.00,6.00,5.70,40.00,159.70,114.00,UPI,Delivered
2026-03-13,SWG103726,Chicken Biryani,Biryani,1,220.00,33.00,9.35,30.00,226.35,187.00,Cash,Delivered
2026-03-13,SWG103727,Chicken Biryani,Biryani,1,220.00,22.00,9.90,40.00,247.90,0.00,Debit Card,Cancelled
2026-03-13,SWG103728,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,Debit Card,Delivered
2026-03-13,SWG103729,Veg Biryani,Biryani,1,180.00,0.00,9.00,0.00,189.00,180.00,Credit Card,Delivered
2026-03-13,SWG103730,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,0.00,160.65,153.00,UPI,Delivered
2026-03-13,SWG103731,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,40.00,210.10,162.00,Credit Card,Delivered
2026-03-13,SWG103732,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,40.00,200.65,153.00,UPI,Delivered
2026-03-13,SWG103733,Butter Naan,Breads,3,180.00,27.00,7.65,40.00,200.65,153.00,Credit Card,Delivered
2026-03-13,SWG103734,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,UPI,Delivered
2026-03-13,SWG103735,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2026-03-13,SWG103736,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,0.00,239.40,228.00,Cash,Delivered
2026-03-13,SWG103737,Chicken Biryani,Biryani,2,440.00,66.00,18.70,0.00,392.70,374.00,UPI,Delivered
2026-03-13,SWG103738,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,40.00,209.58,161.50,Credit Card,Delivered
2026-03-13,SWG103739,Paneer Tikka,Starters,1,230.00,11.50,10.93,20.00,249.43,218.50,Cash,Delivered
2026-03-14,SWG103740,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,30.00,369.15,323.00,Cash,Delivered
2026-03-14,SWG103741,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,0.00,Credit Card,Cancelled
2026-03-14,SWG103742,Chicken Tikka,Starters,1,260.00,39.00,11.05,0.00,232.05,221.00,Cash,Delivered
2026-03-14,SWG103743,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,Debit Card,Delivered
2026-03-14,SWG103744,Chicken Tikka,Starters,1,260.00,26.00,11.70,40.00,285.70,234.00,UPI,Delivered
2026-03-14,SWG103745,Chicken Tikka,Starters,1,260.00,0.00,13.00,40.00,313.00,260.00,Credit Card,Delivered
2026-03-14,SWG103746,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Debit Card,Delivered
2026-03-14,SWG103747,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,0.00,189.00,180.00,Debit Card,Delivered
2026-03-14,SWG103748,Fried Rice,Rice & Noodles,3,510.00,0.00,25.50,20.00,555.50,510.00,Debit Card,Delivered
2026-03-14,SWG103749,Chicken Biryani,Biryani,1,220.00,33.00,9.35,0.00,196.35,187.00,Cash,Delivered
2026-03-14,SWG103750,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,40.00,229.00,180.00,Cash,Delivered
2026-03-14,SWG103751,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,Debit Card,Delivered
2026-03-14,SWG103752,Masala Dosa,South Indian,1,140.00,14.00,6.30,30.00,162.30,126.00,Cash,Delivered
2026-03-14,SWG103753,Gulab Jamun,Desserts,2,180.00,0.00,9.00,20.00,209.00,180.00,Cash,Delivered
2026-03-14,SWG103754,Paneer Tikka,Starters,3,690.00,0.00,34.50,0.00,724.50,690.00,Credit Card,Delivered
2026-03-14,SWG103755,Gulab Jamun,Desserts,1,90.00,4.50,4.28,40.00,129.78,85.50,Credit Card,Delivered
2026-03-14,SWG103756,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Credit Card,Delivered
2026-03-14,SWG103757,Gulab Jamun,Desserts,2,180.00,9.00,8.55,40.00,219.55,171.00,Cash,Delivered
2026-03-14,SWG103758,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,0.00,359.10,342.00,UPI,Delivered
2026-03-15,SWG103759,Chicken Tikka,Starters,1,260.00,26.00,11.70,20.00,265.70,0.00,Credit Card,Cancelled
2026-03-15,SWG103760,Veg Biryani,Biryani,1,180.00,0.00,9.00,40.00,229.00,180.00,Debit Card,Delivered
2026-03-15,SWG103761,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,Cash,Delivered
2026-03-15,SWG103762,Chicken Biryani,Biryani,2,440.00,22.00,20.90,30.00,468.90,418.00,Cash,Delivered
2026-03-15,SWG103763,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,20.00,171.73,144.50,Debit Card,Delivered
2026-03-15,SWG103764,Gulab Jamun,Desserts,1,90.00,9.00,4.05,0.00,85.05,81.00,Cash,Delivered
2026-03-15,SWG103765,Masala Dosa,South Indian,1,140.00,0.00,7.00,40.00,187.00,140.00,UPI,Delivered
2026-03-15,SWG103766,Chicken Tikka,Starters,1,260.00,13.00,12.35,20.00,279.35,247.00,UPI,Delivered
2026-03-15,SWG103767,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,UPI,Delivered
2026-03-15,SWG103768,Veg Biryani,Biryani,2,360.00,36.00,16.20,30.00,370.20,324.00,Cash,Delivered
2026-03-15,SWG103769,Chicken Biryani,Biryani,1,220.00,22.00,9.90,20.00,227.90,198.00,Cash,Delivered
2026-03-15,SWG103770,Masala Dosa,South Indian,1,140.00,7.00,6.65,20.00,159.65,133.00,Debit Card,Delivered
2026-03-15,SWG103771,Veg Biryani,Biryani,3,540.00,0.00,27.00,20.00,587.00,540.00,Debit Card,Delivered
2026-03-15,SWG103772,Chicken Biryani,Biryani,1,220.00,33.00,9.35,20.00,216.35,187.00,Credit Card,Delivered
2026-03-15,SWG103773,Paneer Tikka,Starters,1,230.00,34.50,9.78,0.00,205.28,195.50,Cash,Delivered
2026-03-15,SWG103774,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Debit Card,Delivered
2026-03-15,SWG103775,Paneer Tikka,Starters,2,460.00,46.00,20.70,20.00,454.70,414.00,UPI,Delivered
2026-03-16,SWG103776,Butter Naan,Breads,1,60.00,3.00,2.85,30.00,89.85,57.00,UPI,Delivered
2026-03-16,SWG103777,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,40.00,518.80,0.00,Credit Card,Cancelled
2026-03-16,SWG103778,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Cash,Delivered
2026-03-16,SWG103779,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Cash,Delivered
2026-03-16,SWG103780,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,240.00,Debit Card,Delivered
2026-03-16,SWG103781,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Debit Card,Delivered
2026-03-16,SWG103782,Butter Naan,Breads,2,120.00,18.00,5.10,0.00,107.10,102.00,Cash,Delivered
2026-03-16,SWG103783,Veg Biryani,Biryani,1,180.00,9.00,8.55,40.00,219.55,171.00,Debit Card,Delivered
2026-03-16,SWG103784,Paneer Tikka,Starters,2,460.00,46.00,20.70,30.00,464.70,414.00,Credit Card,Delivered
2026-03-16,SWG103785,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Debit Card,Delivered
2026-03-16,SWG103786,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,0.00,252.00,240.00,Debit Card,Delivered
2026-03-16,SWG103787,Chicken Biryani,Biryani,3,660.00,66.00,29.70,30.00,653.70,594.00,Credit Card,Delivered
2026-03-16,SWG103788,Masala Dosa,South Indian,2,280.00,28.00,12.60,40.00,304.60,252.00,Credit Card,Delivered
2026-03-16,SWG103789,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,0.00,359.10,342.00,Credit Card,Delivered
2026-03-16,SWG103790,Veg Biryani,Biryani,1,180.00,18.00,8.10,30.00,200.10,162.00,UPI,Delivered
2026-03-16,SWG103791,Chicken Tikka,Starters,1,260.00,26.00,11.70,20.00,265.70,234.00,UPI,Delivered
2026-03-16,SWG103792,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,40.00,254.20,204.00,Debit Card,Delivered
2026-03-16,SWG103793,Veg Biryani,Biryani,1,180.00,0.00,9.00,30.00,219.00,180.00,Debit Card,Delivered
2026-03-16,SWG103794,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,Credit Card,Delivered
2026-03-16,SWG103795,Chicken Biryani,Biryani,1,220.00,22.00,9.90,0.00,207.90,198.00,Cash,Delivered
2026-03-16,SWG103796,Veg Biryani,Biryani,1,180.00,9.00,8.55,0.00,179.55,171.00,UPI,Delivered
2026-03-16,SWG103797,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,UPI,Delivered
2026-03-16,SWG103798,Chicken Biryani,Biryani,1,220.00,0.00,11.00,40.00,271.00,220.00,Cash,Delivered
2026-03-17,SWG103799,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,20.00,190.10,162.00,Cash,Delivered
2026-03-17,SWG103800,Chicken Biryani,Biryani,1,220.00,0.00,11.00,20.00,251.00,220.00,Credit Card,Delivered
2026-03-17,SWG103801,Veg Biryani,Biryani,2,360.00,0.00,18.00,30.00,408.00,360.00,Credit Card,Delivered
2026-03-17,SWG103802,Veg Biryani,Biryani,1,180.00,0.00,9.00,0.00,189.00,180.00,UPI,Delivered
2026-03-17,SWG103803,Butter Naan,Breads,3,180.00,27.00,7.65,30.00,190.65,0.00,Debit Card,Cancelled
2026-03-17,SWG103804,Chicken Biryani,Biryani,1,220.00,11.00,10.45,20.00,239.45,209.00,UPI,Delivered
2026-03-17,SWG103805,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,0.00,239.40,228.00,Cash,Delivered
2026-03-17,SWG103806,Chicken Biryani,Biryani,1,220.00,0.00,11.00,30.00,261.00,220.00,Credit Card,Delivered
2026-03-17,SWG103807,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,Credit Card,Delivered
2026-03-17,SWG103808,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,UPI,Delivered
2026-03-17,SWG103809,Chicken Tikka,Starters,1,260.00,13.00,12.35,20.00,279.35,247.00,UPI,Delivered
2026-03-17,SWG103810,Chicken Tikka,Starters,1,260.00,0.00,13.00,0.00,273.00,260.00,UPI,Delivered
2026-03-17,SWG103811,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Credit Card,Delivered
2026-03-17,SWG103812,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,Debit Card,Delivered
2026-03-17,SWG103813,Butter Naan,Breads,1,60.00,0.00,3.00,20.00,83.00,60.00,Debit Card,Delivered
2026-03-17,SWG103814,Chicken Tikka,Starters,2,520.00,78.00,22.10,30.00,494.10,442.00,Credit Card,Delivered
2026-03-17,SWG103815,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Debit Card,Delivered
2026-03-17,SWG103816,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,Cash,Delivered
2026-03-17,SWG103817,Paneer Tikka,Starters,1,230.00,11.50,10.93,0.00,229.43,218.50,Debit Card,Delivered
2026-03-17,SWG103818,Veg Biryani,Biryani,1,180.00,27.00,7.65,40.00,200.65,153.00,Credit Card,Delivered
2026-03-17,SWG103819,Masala Dosa,South Indian,1,140.00,14.00,6.30,20.00,152.30,126.00,Credit Card,Delivered
2026-03-17,SWG103820,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,Cash,Delivered
2026-03-17,SWG103821,Paneer Tikka,Starters,1,230.00,23.00,10.35,0.00,217.35,207.00,Cash,Delivered
2026-03-18,SWG103822,Veg Biryani,Biryani,2,360.00,0.00,18.00,40.00,418.00,360.00,UPI,Delivered
2026-03-18,SWG103823,Masala Dosa,South Indian,1,140.00,14.00,6.30,20.00,152.30,126.00,Debit Card,Delivered
2026-03-18,SWG103824,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,Cash,Delivered
2026-03-18,SWG103825,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Cash,Delivered
2026-03-18,SWG103826,Butter Naan,Breads,2,120.00,12.00,5.40,20.00,133.40,108.00,Credit Card,Delivered
2026-03-18,SWG103827,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Cash,Delivered
2026-03-18,SWG103828,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,40.00,254.20,204.00,Credit Card,Delivered
2026-03-18,SWG103829,Chicken Tikka,Starters,1,260.00,26.00,11.70,40.00,285.70,234.00,Cash,Delivered
2026-03-18,SWG103830,Veg Biryani,Biryani,1,180.00,0.00,9.00,40.00,229.00,180.00,Cash,Delivered
2026-03-18,SWG103831,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,UPI,Delivered
2026-03-18,SWG103832,Paneer Tikka,Starters,1,230.00,11.50,10.93,0.00,229.43,218.50,Credit Card,Delivered
2026-03-18,SWG103833,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,0.00,169.58,161.50,Credit Card,Delivered
2026-03-18,SWG103834,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,UPI,Delivered
2026-03-18,SWG103835,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,40.00,254.20,204.00,UPI,Delivered
2026-03-18,SWG103836,Hakka Noodles,Rice & Noodles,2,360.00,54.00,15.30,30.00,351.30,306.00,UPI,Delivered
2026-03-18,SWG103837,Butter Naan,Breads,3,180.00,18.00,8.10,40.00,210.10,162.00,Debit Card,Delivered
2026-03-18,SWG103838,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Credit Card,Delivered
2026-03-18,SWG103839,Paneer Tikka,Starters,2,460.00,46.00,20.70,30.00,464.70,414.00,Credit Card,Delivered
2026-03-18,SWG103840,Veg Biryani,Biryani,1,180.00,27.00,7.65,20.00,180.65,153.00,Debit Card,Delivered
2026-03-18,SWG103841,Chicken Biryani,Biryani,1,220.00,22.00,9.90,0.00,207.90,0.00,UPI,Cancelled
2026-03-18,SWG103842,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,UPI,Delivered
2026-03-19,SWG103843,Gulab Jamun,Desserts,1,90.00,0.00,4.50,40.00,134.50,90.00,Credit Card,Delivered
2026-03-19,SWG103844,Veg Biryani,Biryani,1,180.00,0.00,9.00,0.00,189.00,180.00,Cash,Delivered
2026-03-19,SWG103845,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,0.00,252.00,240.00,Credit Card,Delivered
2026-03-19,SWG103846,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,Credit Card,Delivered
2026-03-19,SWG103847,Masala Dosa,South Indian,3,420.00,21.00,19.95,40.00,458.95,399.00,Cash,Delivered
2026-03-19,SWG103848,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,30.00,199.58,161.50,UPI,Delivered
2026-03-19,SWG103849,Masala Dosa,South Indian,1,140.00,14.00,6.30,0.00,132.30,126.00,UPI,Delivered
2026-03-19,SWG103850,Paneer Tikka,Starters,1,230.00,11.50,10.93,0.00,229.43,218.50,Debit Card,Delivered
2026-03-19,SWG103851,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,0.00,160.65,0.00,UPI,Cancelled
2026-03-19,SWG103852,Chicken Biryani,Biryani,1,220.00,22.00,9.90,20.00,227.90,198.00,UPI,Delivered
2026-03-19,SWG103853,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Cash,Delivered
2026-03-19,SWG103854,Hakka Noodles,Rice & Noodles,3,540.00,0.00,27.00,0.00,567.00,540.00,Credit Card,Delivered
2026-03-19,SWG103855,Paneer Butter Masala,Main Course,3,720.00,36.00,34.20,30.00,748.20,684.00,Debit Card,Delivered
2026-03-19,SWG103856,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,Credit Card,Delivered
2026-03-19,SWG103857,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,UPI,Delivered
2026-03-19,SWG103858,Veg Biryani,Biryani,2,360.00,54.00,15.30,0.00,321.30,306.00,Cash,Delivered
2026-03-19,SWG103859,Paneer Butter Masala,Main Course,2,480.00,0.00,24.00,40.00,544.00,480.00,Credit Card,Delivered
2026-03-20,SWG103860,Masala Dosa,South Indian,2,280.00,0.00,14.00,20.00,314.00,280.00,Cash,Delivered
2026-03-20,SWG103861,Chicken Biryani,Biryani,1,220.00,0.00,11.00,30.00,261.00,220.00,Credit Card,Delivered
2026-03-20,SWG103862,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Cash,Delivered
2026-03-20,SWG103863,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,40.00,518.80,456.00,Debit Card,Delivered
2026-03-20,SWG103864,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,20.00,171.73,144.50,Credit Card,Delivered
2026-03-20,SWG103865,Hakka Noodles,Rice & Noodles,2,360.00,0.00,18.00,0.00,378.00,360.00,Cash,Delivered
2026-03-20,SWG103866,Masala Dosa,South Indian,1,140.00,0.00,7.00,40.00,187.00,140.00,Debit Card,Delivered
2026-03-20,SWG103867,Butter Naan,Breads,1,60.00,3.00,2.85,0.00,59.85,57.00,UPI,Delivered
2026-03-20,SWG103868,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,30.00,282.00,240.00,UPI,Delivered
2026-03-20,SWG103869,Paneer Tikka,Starters,1,230.00,34.50,9.78,20.00,225.28,195.50,Cash,Delivered
2026-03-20,SWG103870,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Debit Card,Delivered
2026-03-20,SWG103871,Butter Naan,Breads,2,120.00,18.00,5.10,30.00,137.10,102.00,UPI,Delivered
2026-03-20,SWG103872,Butter Naan,Breads,1,60.00,6.00,2.70,40.00,96.70,54.00,UPI,Delivered
2026-03-20,SWG103873,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Debit Card,Delivered
2026-03-20,SWG103874,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,0.00,179.55,171.00,UPI,Delivered
2026-03-20,SWG103875,Gulab Jamun,Desserts,3,270.00,27.00,12.15,40.00,295.15,243.00,Cash,Delivered
2026-03-20,SWG103876,Veg Biryani,Biryani,1,180.00,18.00,8.10,20.00,190.10,162.00,Credit Card,Delivered
2026-03-20,SWG103877,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,Cash,Delivered
2026-03-20,SWG103878,Butter Naan,Breads,2,120.00,12.00,5.40,40.00,153.40,108.00,Debit Card,Delivered
2026-03-20,SWG103879,Paneer Tikka,Starters,2,460.00,69.00,19.55,0.00,410.55,391.00,UPI,Delivered
2026-03-20,SWG103880,Masala Dosa,South Indian,2,280.00,28.00,12.60,0.00,264.60,252.00,UPI,Delivered
2026-03-20,SWG103881,Paneer Tikka,Starters,1,230.00,34.50,9.78,20.00,225.28,195.50,Cash,Delivered
2026-03-21,SWG103882,Paneer Butter Masala,Main Course,2,480.00,0.00,24.00,40.00,544.00,480.00,UPI,Delivered
2026-03-21,SWG103883,Masala Dosa,South Indian,3,420.00,0.00,21.00,40.00,481.00,420.00,Credit Card,Delivered
2026-03-21,SWG103884,Chicken Biryani,Biryani,1,220.00,11.00,10.45,20.00,239.45,209.00,UPI,Delivered
2026-03-21,SWG103885,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,Credit Card,Delivered
2026-03-21,SWG103886,Butter Naan,Breads,1,60.00,3.00,2.85,30.00,89.85,57.00,Debit Card,Delivered
2026-03-21,SWG103887,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,20.00,189.58,161.50,Debit Card,Delivered
2026-03-21,SWG103888,Chicken Biryani,Biryani,1,220.00,0.00,11.00,0.00,231.00,220.00,Debit Card,Delivered
2026-03-21,SWG103889,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,20.00,198.50,170.00,UPI,Delivered
2026-03-21,SWG103890,Paneer Butter Masala,Main Course,2,480.00,48.00,21.60,0.00,453.60,432.00,Debit Card,Delivered
2026-03-21,SWG103891,Veg Biryani,Biryani,1,180.00,27.00,7.65,20.00,180.65,153.00,Credit Card,Delivered
2026-03-21,SWG103892,Chicken Biryani,Biryani,2,440.00,66.00,18.70,30.00,422.70,374.00,Debit Card,Delivered
2026-03-21,SWG103893,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,UPI,Delivered
2026-03-21,SWG103894,Butter Naan,Breads,2,120.00,0.00,6.00,0.00,126.00,120.00,Debit Card,Delivered
2026-03-21,SWG103895,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,Debit Card,Delivered
2026-03-21,SWG103896,Butter Naan,Breads,2,120.00,0.00,6.00,30.00,156.00,120.00,Cash,Delivered
2026-03-21,SWG103897,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,0.00,169.58,161.50,Credit Card,Delivered
2026-03-21,SWG103898,Chicken Biryani,Biryani,1,220.00,22.00,9.90,40.00,247.90,0.00,UPI,Cancelled
2026-03-21,SWG103899,Veg Biryani,Biryani,1,180.00,0.00,9.00,20.00,209.00,180.00,Cash,Delivered
2026-03-21,SWG103900,Masala Dosa,South Indian,2,280.00,14.00,13.30,40.00,319.30,266.00,UPI,Delivered
2026-03-21,SWG103901,Chicken Tikka,Starters,2,520.00,52.00,23.40,30.00,521.40,468.00,Debit Card,Delivered
2026-03-22,SWG103902,Chicken Biryani,Biryani,1,220.00,22.00,9.90,20.00,227.90,198.00,UPI,Delivered
2026-03-22,SWG103903,Paneer Tikka,Starters,1,230.00,34.50,9.78,0.00,205.28,195.50,Debit Card,Delivered
